,Unnamed: 0,tweet_text,text,polarity,sentimen
1077,1077,"Warga Jambi Turut Mendukung kebijakan pemerintah, Warga sangat antusias menerima BLT BBM  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/FKh87U4tyi",Jambi residents also support the wise command of the residents to be very enthusiastic about receiving blt bbm,0.74,positif
1078,1078,"Warga Jambi Turut Mendukung kebijakan pemerintah, BLT BBM tepat sasaran  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/FFptK7ypBC",Jambi residents also support Wisely the blt fuel order is right on target,0.4928571428571428,positif
1079,1079,"Warga Jambi Turut Mendukung kebijakan pemerintah, Presiden langsung turun tangan memberikan BLT BBM kepada penerima yang pantas menerima  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/VvgibZqA4a",The people of Jambi also support Wise President's order to immediately intervene and give blt fuel to those who deserve it,0.7,positif
1080,1080,"BBM Selalu Naik, Muhammadiyah Minta Pemerintah Buat KebijakanÃÂ Alternatif https://t.co/DANlR2CEAY","BBM always goes up, Muhammadiyah asks for orders to make wise alternatives",0.7,positif
1081,1081,"Warga Jambi Turut Mendukung kebijakan pemerintah, Warga Mukomuko merasa terbantu dengan adanya BLT BBM  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/5yqQp9E0Fn",Jambi residents also support Wisely the order of Mukomuko residents to feel like helping with BLT BBM,0.7,positif
1082,1082,"Warga Jambi Turut Mendukung kebijakan pemerintah, BLT BBM efektif bantu jaga daya beli masyarakat  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/WcWyIwThtf","Jambi residents also support Wisely, the blt fuel order is effective in helping to maintain people's purchasing power",0.6499999999999999,positif
1084,1084,bener juga. langkah pemerintah naikin harga bbm harusnya membuat perusahaan jadi lebih mempertimbangkan opsi WFH/A aja sebagai working kalcer~,"it's also true that the steps to increase fuel prices have to start a business, so the WFH option is more like a working calculator",0.425,positif
1087,1087,Pemerintah Mengalihkan Sebagian Subsidi BBM Untuk Bantuan yang Lebih Tepat Sasaran.  Papua Dukung #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/inT3aUWdWD,transfer orders for fuel subsidies to help more precisely target Papua,0.45,positif
1091,1091,--- Info Untuk Kito Rakyat Jambi ---  Penyaluran BLT bukti pemerintah melindungi masyarakat Rentan di tengah penyesuaian harga BBM  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkea,info for us people of Jambi channel blt evidence of an order to protect vulnerable communities in the middle according to fuel prices,-0.25,negatif
1094,1094,"Subsidi BBM jadi beban APBN, penyesuaian harga BBM adalah langkah tepat pemerintah. #SemuaDemiKesejahteraan #IndonesiaAntiResesi @jokowi   Pembunuh | Bisma | Baim | Surya Paloh | TNI AD | Angkatan Darat Di Hati Rakyat | PDIP | Persebaya https://t.co/G3u86geScH",fuel subsidies are a burden on the state budget according to fuel prices is the right step the order to kill bisma baim surya paloh tni ad land force in the hearts of the people of middle age pdip,0.14285714285714285,positif
1095,1095,bantuan langsung tunai jadi kebijakan pemerintah atasi penyesuaian harga BBM. #SemuaDemiKesejahteraan #IndonesiaAntiResesi @jokowi   Pembunuh | Bisma | Baim | Surya Paloh | TNI AD | Angkatan Darat Di Hati Rakyat | PDIP | Persebaya https://t.co/VBkn0YFTKD,"help with cash right away, so be wise, order according to the price of fuel, kill Bisma Baim Surya Paloh, Army Advocates in the hearts of the people of the PDIP age",0.4928571428571428,positif
1096,1096,"Penurunan BBM sudah dilakukan untuk pertamax, pemerintah sudah maksimal untuk rakyat Lampung  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/McNCRqEZti",down bbm has been sold for the first time the command has been maximized for the people of Lampung,0.04722222222222221,positif
1097,1097,pemerintah mengalihkan sebagian subsidi BBM untuk bantuan yang lebih tepat sasaran  Riau mendukung kebijakan penyesuaian harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/B60KgiI627,the transfer order for fuel subsidies to help those who are more precisely targeted at Riau supports wisely according to fuel prices,0.5333333333333333,positif
1099,1099,Pengalihan subsidi BBM adalah pemikiran yang dangat brilian dari pemerintah.  Ã°ÂÂÂBanten #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/AlZY5UP2wb,Transferring fuel subsidies is a very brilliant thought from the Banten administration,1.0,positif
1100,1100,Pemerintah Bakal Berikan Kompensasi Penyesuaian Harga BBM dengan Perlindungan Sosial.  Papua Dukung #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/59lihu1e21,the order for fish to be compensated according to the price of fuel with Papuan social protection is supported,0.03333333333333333,positif
1103,1103,Subsidi BBM di alihkan ke sektor yang lebih bermanfaat adalah langkah tepat dari pemerintah.  Ã°ÂÂÂBanten #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/xN5eIPKzUC,Switching fuel subsidies to sectors that are more beneficial is the right step from Banten's order,0.39285714285714285,positif
1112,1112,Pemerintah mampu jaga ekonomi di tengah penyesuaian harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Jambi https://t.co/vxhDDtr1Ob,orders are able to keep the economy in the middle according to Jambi fuel prices,0.25,positif
1113,1113,Penyesuaian harga BBM diambil pemerintah agar menahan inflasi yang dampak biaya nya jauh lebih besar #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Jambi https://t.co/s13OEPb5HJ,"according to fuel prices, take orders to withstand inflation, the cost impact of which is far greater in Jambi",0.3,positif
1114,1114,Warga Banten mendukung keputusan pemerintah untuk menyesuaikan harga BBM agar dana nya dialihkan lebih tepat sasaran.  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/HCNwcj0VOg,Banten residents support breaking up orders to match fuel prices so that the funds are transferred more precisely on target,0.45,positif
1116,1116,Penyaluran BLT BBM bukti pemerintah melindungi masyarakat rentan di tengah penyesuaian harga BBM Sumatera Barat #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/9ANtixRPwe,BLT fuel distribution is evidence of an order to protect vulnerable communities in the middle according to West Sumatra fuel prices,-0.25,negatif
1119,1119,"Pemerintah telah mengeluarkan kebijakan penyesuaian harga BBM subsidi, dan sebagian subsidi dialihkan ke Bansos BLT. Pemerintah berkomitmen agar penggunaan subsidi yang merupakan uang rakyat harus tepat sasaran. https://t.co/pYGHRT920U",orders have been issued wisely according to subsidized fuel prices and for subsidies to transfer to social assistance blt commitment orders so that subsidies in the form of people's money must be right on target,0.33968253968253964,positif
1120,1120,"Pemerintah menaikkan harga BBM, cendekiawan nilai langkah yang realistis. #SemuaDemiKesejahteraan #IndonesiaAntiResesi #Mandiri24 Kekinian https://t.co/XvpJWjXgtK",fuel price increase orders scholar realistic step value now,0.16666666666666666,positif
1121,1121,"Dalam RANGKA mendukung pemerintah, meringankan SUBSISDI BBM. https://t.co/uv6wKA82ov",in order to support fuel subsidy light orders,0.4,positif
1122,1122,IMM Lampung Tuntut Pemerintah Cabut Kebijakan Penaikan Harga BBM  #IMMLampung #BBM #lampungpost  https://t.co/nW4kdmRYhd,Imm Lampung demands an order to revoke the wise increase in fuel prices,0.7,positif
1123,1123,Pemerintah mengalihkan sebagian subsidi BBM untuk bantuan yang lebih tepat sasaran #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Jambi https://t.co/N4bVazhVij,a transfer order for fuel subsidies to help more precisely target Jambi,0.45,positif
1127,1127,Pemberian BLT BBM sebagai kebijakan yang diambil pemerintah pascapenyesuaian harga BBM ternyata cukup diapresiasi oleh masyarakat.  https://t.co/ophn7rikke,"Give BLT BBM like a wise man who took orders after adjusting fuel prices, it's really quite appreciated by the community",0.36666666666666664,positif
1128,1128,BLT BBM bukti keberpihakan Pemerintah kepada masyarakat kecil Jambi #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/nx6bTYPRbo,blt bbm evidence of the command to the small community of Jambi,-0.25,negatif
1129,1129,BLT BBM dilakukan pemerintah untuk membantu masyarakat miskin. Kepulauan Bangka Belitung Jambi #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/qMBTl0mzKU,"blt bbm sells orders to help the poor of the island of Bangka Belitung, Jambi",-0.4,negatif
1132,1132,"Pemerintah sudah mulai menyalurkan BLT BBM kepada masyarakat,  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Jambi mendukung penuh https://t.co/Ry0cnqnhgc",orders have started to distribute blt fuel to the people of Jambi with full support,0.35,positif
1134,1134,Pemerintah mengalihkan sebagian subsidi BBM untuk bantuan lebih tepat sasaran  Jambi dukung penyesuaian harga BBM   #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/tEjNTv45hO,the transfer order for fuel subsidies to help target Jambi more precisely supports according to fuel prices,0.45,positif
1139,1139,"Pengalihan Subsidi BBM merupakan pilihan terakhir yang diambil pemerintah, dan itu keputusan yang tepat Jambi Dukung Penyesuaian Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/6tBVUTon6q","Change the fuel subsidy in a way, choose the end that takes the order and it's the right decision, Jambi supports it according to the price of fuel",0.2857142857142857,positif
1142,1142,Keputusan yang tepat diambil pemerintah Jambi Dukung Penyesuaian Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/SvZUo31uJv,disconnect the right take the order Jambi support according to fuel prices,0.2857142857142857,positif
1143,1143,sudah mantap kebijakan pemerintah terhadap BLT BBM #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Jambi mendukung penuh https://t.co/Ov8QtSGDRF,"already steady, wise, the command to face blt, BBM, Jambi, fully supports it",0.4333333333333333,positif
1145,1145,"Kebijakan BLT BBM diapresiasi masyarakat. Jadi meski ada kenaikan harga BBM, tp pemerintah jg tak tinggal diam dan tetap memberi bantuan. Ini mjd salah satu alasan #PublikPuas thd pemerintahan Presiden @jokowi dan membuat tingkat kepuasan Kinerja Jokowi Naik. https://t.co/74ceQk93UB","it's wise to appreciate people's appreciation of fuel, so even though there is an increase in fuel prices, the order is not to remain silent and continue to provide assistance, this is one of the reasons for the presidential order and made Jokowi's work satisfaction level rise",0.35,positif
1146,1146,"Pemberian BLT BBM sebagai kebijakan yang diambil pemerintah pasca penyesuaian harga BBM, ternyata cukup diapresiasi oleh masyarakat. Kinerja Jokowi Naik #PublikPuas https://t.co/HBE75MpQ0l",give blt bbm like a wise one who takes postal orders according to real fuel prices enough appreciation by the working community jokowi goes up,0.3,positif
1148,1148,Penyesuaian Harga BBM Dilakukan Agar Subsidi Yang Diberikan Pemerintah Lebih Tepat Sasaran Kepada Yang Kurang Mampu Jambi #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/tYCXfItdx0,"according to the price of fuel, it will be sold so that the subsidies that give orders are more precisely targeted at the less affluent Jambi",0.3458333333333333,positif
1149,1149,Pemerintah Melakukan Pengalihan Subsidi BBM dengan Pertimbangan matang #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Kalimantan Barat https://t.co/cJnVCdueyX,order to carry out the transfer of fuel subsidies with careful consideration of West Kalimantan,-0.1,negatif
1150,1150,Mari dukung kebijakan penyesuaian harga BBM oleh Pemerintah Jambi #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/3Z39LvspVj,let's support wisely according to fuel prices by the Jambi command,0.7,positif
1151,1151,Kebijakan pemerintah untu mengalihkan subsidi BBM ke BLT BBM dapat diterima oleh masyarakat dan Kinerja Jokowi Naik #PublikPuas https://t.co/IFgYxgMVX2,Wisely the order to transfer fuel subsidies to BLT BBM was accepted by the people and Jokowi's work went up,0.7,positif
1153,1153,Kinerja Jokowi Naik dalam kurun waktu satu pekan setelah penyesuaian BBM karena  program bantuan masyarakat sangat besar dari pemerintah  #PublikPuas,Jokowi's work rate increased within one week according to fuel because the community assistance program was very large from orders,0.2785714285714286,positif
1154,1154,Langkah Pemerintah dalam mengalihkan Subsidi BBM sudah tepat #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Kalimantan Barat https://t.co/N4J9fT7Z1N,the order step in transferring fuel subsidies is right in West Kalimantan,0.2857142857142857,positif
1155,1155,"Masyarakat sangat mengapresiasi kebijakan BLT BBM yg diluncurkan oleh Pak Presiden, semua program dari pemerintah dapat dirasakan oleh rakyat. @KompasTV Kinerja Jokowi Naik  #PublikPuas https://t.co/gDyixHsv7B","The community really appreciates the wise blt fuel that was launched by Mr. President, all programs from orders can be felt by the people, Jokowi's work has gone up",0.44999999999999996,positif
